City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Devils Lake,1,US,1613792810,92,48.1128,-98.8651,6.01,8.05
Changqing,0,CN,1613792810,15,36.5575,116.7272,70.0,1.99
Kikwit,100,CD,1613792810,93,-5.041,18.8162,70.48,1.9
Bela,0,IN,1613792810,28,25.9333,81.9833,71.71,4.45
Sretensk,67,RU,1613792810,87,52.2453,117.7093,3.54,2.28
Balyqshy,0,KZ,1613792811,85,47.0667,51.8667,-0.4,4.47
Verkh-Usugli,77,RU,1613792811,84,52.7,115.1667,1.51,2.48
Yar-Sale,96,RU,1613792811,84,66.8333,70.8333,-30.87,8.75
Atambua,99,ID,1613792811,72,-9.1061,124.8925,82.17,5.3
Port Lincoln,31,AU,1613792811,62,-34.7333,135.8667,68.36,14.12
Faya,40,SA,1613792812,87,18.3851,42.4509,53.6,13.8
Buta,100,CD,1613792812,54,2.7858,24.73,66.58,1.7
Los Llanos de Aridane,0,ES,1613792812,67,28.6585,-17.9182,60.8,5.75
Chunskiy,100,RU,1613792812,90,56.0815,99.6342,4.57,19.6
Boundiali,32,CI,1613792812,21,9.5217,-6.4869,71.56,2.44
Halifax,100,CA,1613792812,63,44.6453,-63.5724,27.0,6.91
Sorong,28,ID,1613792812,71,-0.8833,131.25,84.29,6.91
Aykhal,78,RU,1613792814,82,66.0,111.5,-25.76,4.7
Tiruvallur,75,IN,1613792814,78,13.15,79.9167,77.0,9.22
La Santisima Trinidad,100,BO,1613792814,96,-14.8333,-64.9,73.72,4.68
Manavālakurichi,40,IN,1613792814,74,8.1333,77.3,86.0,7.99
Towada,75,JP,1613792814,100,40.6127,141.2067,41.0,11.5
Siguiri,92,GN,1613792814,20,11.6667,-9.5,83.14,2.75
Mehtar Lām,100,AF,1613792814,27,34.6714,70.2094,65.21,0.36
Yangi Marg`ilon,75,UZ,1613792814,87,40.4272,71.7189,42.8,6.91
Nanortalik,100,GL,1613792815,91,60.1432,-45.2371,19.33,13.27
Troitskoye,79,RU,1613792815,90,52.9821,84.6757,-2.47,8.97
Minot,1,US,1613792815,67,48.2325,-101.2963,21.0,8.05
Palpa,0,PE,1613792815,61,-14.5336,-75.1856,72.32,1.92
Olafsvik,100,IS,1613792815,83,64.8945,-23.7142,36.32,19.62
San Jose,20,US,1613792809,76,37.3394,-121.895,53.6,9.22
Umm Hājar,0,TD,1613792815,30,13.2954,19.6966,57.69,7.96
Pangai,75,TO,1613792815,83,-19.8,-174.35,80.6,13.8
Waingapu,100,ID,1613792816,71,-9.6567,120.2641,85.01,13.33
Daşoguz,0,TM,1613792816,100,41.8363,59.9666,23.0,4.61
Cayenne,40,GF,1613792816,88,4.9333,-52.3333,77.0,2.3
Burgeo,27,CA,1613792817,91,47.6167,-57.6152,14.16,6.22
Ekhabi,100,RU,1613792818,97,53.5102,142.9671,21.18,7.56
Touros,40,BR,1613792818,88,-5.1989,-35.4608,77.0,3.44
Bilma,0,NE,1613792818,40,18.6853,12.9164,51.17,2.28
Mandan,40,US,1613792819,68,46.8267,-100.8896,21.2,14.97
Sovetskiy,66,RU,1613792819,87,61.3614,63.5842,-22.41,4.07
Havre-St-Pierre,1,CA,1613792819,85,50.2334,-63.5986,1.4,5.75
Klaksvík,90,FO,1613792819,100,62.2266,-6.589,44.6,12.66
Āsmār,100,AF,1613792819,29,35.0333,71.3581,61.57,6.22
Russell,1,US,1613792819,56,32.3502,-85.1999,42.8,9.22
Anzio,40,IT,1613792819,87,41.4853,12.6179,53.01,1.99
Farafangana,1,MG,1613792819,88,-22.8167,47.8333,77.81,3.47
Egvekinot,0,RU,1613792820,80,66.3167,-179.1667,-11.07,4.9
Kholtoson,32,RU,1613792820,76,50.2981,103.3097,36.93,8.08
Vanavara,100,RU,1613792820,86,60.34,102.2797,-13.7,9.1
Quelimane,100,MZ,1613792820,83,-17.8786,36.8883,77.34,3.22
Bam,0,IR,1613792820,38,29.106,58.357,63.9,7.29
Inhambane,100,MZ,1613792820,87,-23.865,35.3833,78.44,28.81
Tezpur,27,IN,1613792820,38,26.6333,92.8,78.6,4.29
Ucluelet,99,CA,1613792820,98,48.9329,-125.5528,37.0,3.15
Vostochnyy,0,RU,1613792821,84,55.8167,37.8667,3.0,2.24
College,75,US,1613792821,69,64.8569,-147.8028,-14.01,1.36
Chenzhou,0,CN,1613792628,40,25.8,113.0333,73.0,1.88
Chimoré,100,BO,1613792821,95,-16.9833,-65.1333,72.43,2.66
Aklavik,95,CA,1613792822,76,68.2191,-135.0107,-22.0,2.3
Athabasca,0,CA,1613792822,86,54.7169,-113.2854,24.8,2.3
Jining,0,CN,1613792822,24,35.405,116.5814,67.23,8.21
Robertsport,100,LR,1613792822,84,6.7533,-11.3686,79.07,7.25
Comodoro Rivadavia,0,AR,1613792822,63,-45.8667,-67.5,59.0,3.44
Kasongo,100,CD,1613792822,100,-4.45,26.6667,67.17,2.77
